mmsi,dataset,label,count
227857000,Training,Trawler,1
227867000,Test,Pots and traps,32
227872000,Test,Trawler,1
227873000,Training,Trawler,1
227876000,Training,Trawler,1
227878000,Test,Trawler,1
227880000,Training,Trawler,1
227897000,Training,Trawler,1
227903000,Training,Trawler,1
227904000,Training,Pots and traps,33
227905000,Test,Pots and traps,33
227909000,Test,Trawler,1
227912000,Training,Trawler,1
227913000,Test,Trawler,1
227915000,Training,Trawler,1
227917000,Training,Trawler,1
227922000,Training,Trawler,1
227928000,Training,Trawler,1
227931000,Training,Trawler,1
227936000,Test,Trawler,1
227938000,Training,Trawler,1
227939000,Training,Trawler,1
227941000,Training,Trawler,1
227945000,Training,Trawler,1
227980000,Training,Trawler,1
227981000,Training,Trawler,1
227984000,Test,Trawler,1
228003800,Test,Cargo/Tanker,1
228011800,Test,Passenger,14
228030800,Training,Seismic,27
228036800,Test,Seismic,27
228040000,Test,Longliner,4
228045600,Training,Seismic,27
228045800,Training,Seismic,27
228050600,Training,Seismic,27
228057000,Test,Cargo/Tanker,1
228083000,Test,Cargo/Tanker,1
228128000,Training,Purse seine,3
228136000,Test,Purse seine,4
228167000,Training,Purse seine,3
228168000,Training,Purse seine,4
228173600,Training,Passenger,14
228189900,Test,Purse seine,4
228190600,Training,Trawler,1
228203800,Training,Trawler,1
228214900,Training,Cargo/Tanker,1
228216600,Training,Purse seine,4
228229600,Test,Cargo/Tanker,1
228231700,Training,Purse seine,4
228236800,Training,Trawler,1
228237800,Training,Cargo/Tanker,2
228239000,Test,Trawler,1
228280000,Training,Purse seine,4
228287600,Training,Cargo/Tanker,2
228296700,Training,Cargo/Tanker,1
228301600,Training,Trawler,1
228306800,Training,Cargo/Tanker,1
228311900,Training,Passenger,14
228320600,Training,Cargo/Tanker,1
228320900,Training,Cargo/Tanker,1
228330700,Training,Cargo/Tanker,1
228338600,Test,Cargo/Tanker,1
228340900,Test,Cargo/Tanker,1
228348900,Training,Cargo/Tanker,1
228353600,Training,Cargo/Tanker,1
228935000,Training,Trawler,1
229010000,Training,Cargo/Tanker,1
229036000,Training,Cargo/Tanker,1
229037000,Test,Cargo/Tanker,1
229069000,Training,Cargo/Tanker,1
229111000,Training,Cargo/Tanker,1
229164000,Training,Cargo/Tanker,1
229167000,Test,Passenger,14
229192000,Training,Cargo/Tanker,1
229201000,Training,Cargo/Tanker,1
229208000,Training,Cargo/Tanker,1
229214000,Training,Cargo/Tanker,1
229219000,Training,Cargo/Tanker,1
229248000,Training,Cargo/Tanker,1
229249000,Test,Cargo/Tanker,1
229263000,Training,Cargo/Tanker,1
229266000,Training,Cargo/Tanker,1
229341000,Training,Cargo/Tanker,1
229376000,Test,Cargo/Tanker,2
229395000,Test,Cargo/Tanker,1
229402000,Training,Cargo/Tanker,1
229411000,Training,Cargo/Tanker,1
229457000,Training,Cargo/Tanker,1
229469000,Training,Cargo/Tanker,1
229524000,Test,Cargo/Tanker,1
229530000,Test,Cargo/Tanker,1
229554000,Training,Cargo/Tanker,1
229557000,Training,Cargo/Tanker,1
229646000,Training,Cargo/Tanker,1
229708000,Test,Cargo/Tanker,1
229737000,Training,Cargo/Tanker,1
229760000,Training,Cargo/Tanker,2
229824000,Training,Cargo/Tanker,2
229843000,Test,Cargo/Tanker,1
230001770,Training,Trawler,1
230012000,Training,Trawler,1
230025680,Training,Trawler,1
230034210,Test,Trawler,1
230035000,Test,Trawler,1
230035100,Test,Trawler,1
230052950,Test,Trawler,1
230061850,Test,Trawler,1
230063680,Test,Trawler,1
230069190,Test,Trawler,1
230070270,Test,Trawler,1
230117380,Training,Trawler,1
230122280,Training,Trawler,1
230346000,Test,Trawler,1
230367000,Test,Cargo/Tanker,1
230621000,Training,Cargo/Tanker,1
230627000,Training,Trawler,1
230915000,Test,Cargo/Tanker,1
230917000,Training,Cargo/Tanker,1
230927000,Test,Cargo/Tanker,1
230940400,Training,Trawler,1
230941040,Training,Trawler,1
230941050,Test,Trawler,1
230941650,Training,Trawler,1
230941710,Test,Trawler,1
230942350,Training,Trawler,1
230942640,Test,Trawler,1
230964000,Training,Cargo/Tanker,1
230965000,Training,Cargo/Tanker,1
230983690,Test,Trawler,1
230984250,Training,Trawler,1
230987140,Training,Trawler,1
230987350,Training,Trawler,1
230987510,Test,Trawler,1
230993160,Training,Trawler,1
230995870,Training,Trawler,1
230996080,Training,Trawler,1
230996190,Training,Trawler,1
230996210,Test,Trawler,1
230996360,Training,Trawler,1
231036000,Test,Trawler,1
231045000,Training,Trawler,1
231136000,Training,Cargo/Tanker,2
231145000,Training,Longliner,4
231565000,Training,Cargo/Tanker,1
231763000,Test,Cargo/Tanker,1
231835000,Training,Trawler,1
232003540,Training,Trawler,1
232003730,Test,Trawler,1
232003832,Test,Pots and traps,33
232003860,Training,Trawler,1
232004081,Training,Pots and traps,32
232004190,Test,Trawler,1
232004360,Test,Trawler,1
232004518,Test,Passenger,14
232004538,Training,Pots and traps,33
232004618,Test,Trawler,1
232004630,Training,Cargo/Tanker,1
232004676,Training,Trawler,1
232004700,Training,Trawler,1
232004729,Test,Pots and traps,32
232004735,Test,Pots and traps,32
232004770,Training,Trawler,1
232004846,Test,Trawler,1
232004918,Training,Trawler,1
232004947,Training,Trawler,1
232005120,Test,Longliner,4
232005290,Training,Trawler,1
232005460,Test,Trawler,1
232005520,Training,Trawler,1
232005550,Training,Trawler,1
232005610,Training,Trawler,1
232005630,Test,Trawler,1
232005650,Training,Trawler,1
232005670,Training,Trawler,1
232005700,Training,Trawler,1
232005775,Training,Trawler,1
232005800,Training,Trawler,1
232005840,Test,Trawler,1
232005890,Test,Trawler,1
232006030,Training,Trawler,1
232006050,Training,Trawler,1
232006060,Training,Trawler,1
232006130,Training,Trawler,1
232006240,Training,Trawler,1
232006310,Test,Trawler,1
232006730,Test,Trawler,1
232006740,Training,Trawler,1
232006830,Test,Longliner,3
232006940,Test,Trawler,1
232006960,Test,Pots and traps,32
232007030,Test,Longliner,3
232007060,Test,Trawler,1
232007140,Test,Longliner,4
232007300,Training,Trawler,1
232007390,Test,Trawler,1
232007630,Test,Trawler,1
232007650,Training,Trawler,1
232007970,Test,Trawler,1
232008020,Training,Trawler,1
232064000,Test,Cargo/Tanker,2
232079000,Test,Cargo/Tanker,1
232091000,Training,Trawler,1
232095000,Test,Cargo/Tanker,1
232148000,Test,Trawler,1
232204000,Test,Passenger,14
232240000,Training,Cargo/Tanker,1
232328000,Training,Trawler,1
232480000,Training,Cargo/Tanker,1
232503000,Training,Trawler,1
232555000,Training,Trawler,1
232711000,Training,Trawler,1
232746000,Training,Trawler,1
232747000,Training,Passenger,14
232806000,Test,Trawler,1
232872000,Training,Cargo/Tanker,1
232877000,Test,Cargo/Tanker,1
232971000,Training,Cargo/Tanker,1
233190000,Training,Trawler,1
233234000,Test,Cargo/Tanker,1
233282000,Training,Trawler,1
233296000,Training,Trawler,1
233308000,Training,Trawler,1
233344000,Training,Trawler,1
233345000,Test,Trawler,1
233353000,Test,Trawler,1
233433000,Test,Trawler,1
233486000,Test,Trawler,1
233586000,Training,Trawler,1
233635000,Test,Trawler,1
233651000,Training,Trawler,1
233659000,Training,Trawler,1
233661000,Training,Trawler,1
233694000,Test,Seismic,28
233714000,Training,Trawler,1
233805000,Training,Trawler,1
233807000,Test,Trawler,1
233820000,Test,Trawler,1
233826000,Test,Trawler,1
233860000,Training,Trawler,1
233937000,Test,Trawler,1
233975000,Test,Trawler,1
234002000,Training,Trawler,1
234013000,Training,Trawler,1
234014000,Training,Trawler,1
234052000,Test,Trawler,1
234056000,Test,Cargo/Tanker,1
234079000,Training,Trawler,1
234091000,Training,Trawler,1
234093000,Test,Trawler,1
234122000,Training,Trawler,1
234167000,Test,Trawler,1
234203000,Test,Trawler,1
234234000,Training,Cargo/Tanker,1
234299000,Test,Cargo/Tanker,1
234340000,Training,Trawler,1
234341000,Training,Trawler,1
234690000,Test,Trawler,1
234705000,Training,Trawler,1
234771000,Training,Trawler,1
234781000,Training,Trawler,1
234805000,Test,Trawler,1
234806000,Training,Trawler,1
234839000,Training,Trawler,1
234879000,Test,Trawler,1
234889000,Training,Cargo/Tanker,1
234896000,Test,Trawler,1
234900000,Training,Trawler,1
234903000,Training,Trawler,1
234904000,Test,Trawler,1
234908000,Test,Trawler,1
234912000,Test,Trawler,1
234921000,Training,Trawler,1
234927000,Test,Trawler,1
234937000,Test,Trawler,1
234946562,Training,Trawler,1
234999055,Test,Trawler,1
234999060,Training,Trawler,1
234999155,Training,Trawler,1
234999157,Test,Trawler,1
234999177,Test,Trawler,1
235000097,Training,Trawler,1
235000150,Training,Trawler,1
235000170,Test,Trawler,1
235000270,Test,Trawler,1
235000476,Training,Trawler,1
235000560,Training,Trawler,1
235000604,Training,Trawler,1
235000620,Test,Trawler,1
235000640,Training,Pots and traps,33
235000670,Training,Trawler,1
235000676,Training,Trawler,1
235000743,Training,Trawler,1
235000840,Training,Trawler,1
235000843,Training,Trawler,1
235000867,Training,Trawler,1
235000887,Test,Trawler,1
235000891,Training,Trawler,1
235000897,Test,Trawler,1
235000900,Training,Trawler,1
235000910,Training,Trawler,1
235000942,Training,Trawler,1
235000951,Test,Trawler,1
235001005,Training,Trawler,1
235001029,Test,Trawler,1
235001050,Training,Trawler,1
235001140,Test,Pots and traps,33
235001239,Training,Trawler,1
235001270,Test,Pots and traps,32
235001280,Training,Trawler,1
235001320,Training,Trawler,1
235001340,Training,Trawler,1
235001390,Training,Trawler,1
235001428,Test,Trawler,1
235001440,Training,Trawler,1
235001497,Training,Trawler,1
235001620,Training,Pots and traps,32
235001650,Training,Trawler,1
235001670,Training,Trawler,1
235001680,Training,Trawler,1
235001766,Test,Trawler,1
235001770,Training,Trawler,1
235001800,Test,Pots and traps,33
235001810,Training,Trawler,1
235001820,Test,Trawler,1
235001823,Test,Trawler,1
235001841,Test,Pots and traps,32
235002029,Test,Trawler,1
235002051,Test,Trawler,1
235002070,Training,Trawler,1
235002082,Training,Pots and traps,32
235002260,Training,Trawler,1
235002330,Training,Trawler,1
235002430,Training,Trawler,1
235002470,Test,Trawler,1
235002480,Training,Trawler,1
235002490,Test,Trawler,1
235002500,Test,Trawler,1
235002522,Training,Trawler,1
235002680,Training,Trawler,1
235002690,Training,Trawler,1
235002718,Training,Trawler,1
235002743,Training,Trawler,1
235002800,Training,Trawler,1
235002820,Test,Trawler,1
235002830,Training,Trawler,1
235002916,Test,Pots and traps,33
235003110,Training,Trawler,1
235003150,Training,Trawler,1
235003170,Training,Trawler,1
235003330,Test,Trawler,1
235003355,Training,Pots and traps,33
235003460,Training,Trawler,1
235003589,Training,Trawler,1
235003653,Test,Trawler,1
235003678,Test,Trawler,1
235003760,Training,Trawler,1
235003785,Training,Trawler,1
235003825,Training,Trawler,1
235003850,Test,Trawler,1
235003891,Test,Pots and traps,33
235003910,Training,Cargo/Tanker,2
235003969,Training,Trawler,1
235004005,Test,Trawler,1
235004070,Training,Pots and traps,32
235004076,Test,Trawler,1
235004110,Training,Longliner,3
235004256,Training,Trawler,1
235004290,Training,Trawler,1
235004300,Test,Trawler,1
235004378,Training,Pots and traps,33
235004390,Test,Trawler,1
235004420,Training,Trawler,1
235004476,Test,Pots and traps,33
235004600,Training,Trawler,1
235004610,Training,Trawler,1
235004690,Training,Trawler,1
235004700,Test,Trawler,1
235004730,Training,Trawler,1
235004900,Training,Trawler,1
235004920,Test,Trawler,1
235004940,Training,Trawler,1
235005282,Test,Trawler,1
235005319,Training,Trawler,1
235005350,Training,Trawler,1
235005510,Training,Trawler,1
235005640,Test,Trawler,1
235005740,Training,Trawler,1
235005770,Training,Trawler,1
235005820,Test,Trawler,1
235005900,Training,Trawler,1
235006100,Test,Trawler,1
235006280,Training,Trawler,1
235006480,Training,Pots and traps,33
235006500,Training,Trawler,1
235006880,Training,Longliner,3
235006941,Training,Trawler,1
235007070,Training,Trawler,1
235007080,Training,Trawler,1
235007140,Training,Passenger,15
235007143,Training,Pots and traps,33
235007144,Training,Trawler,1
235007170,Training,Trawler,1
235007379,Test,Trawler,1
235007413,Training,Cargo/Tanker,1
235007420,Training,Trawler,1
235007462,Test,Trawler,1
235007552,Training,Trawler,1
235007575,Test,Trawler,1
235007790,Training,Cargo/Tanker,1
235007860,Training,Trawler,1
235007904,Test,Trawler,1
235007912,Training,Trawler,1
235007960,Training,Trawler,1
235007968,Training,Pots and traps,33
235008020,Test,Trawler,1
235008030,Test,Trawler,1
235008047,Test,Trawler,1
235008172,Training,Trawler,1
235008217,Training,Trawler,1
235008380,Training,Pots and traps,33
235008440,Training,Cargo/Tanker,1
235008860,Training,Trawler,1
235008880,Training,Trawler,1
235009020,Training,Cargo/Tanker,1
235009060,Test,Trawler,1
235009094,Training,Trawler,1
235009220,Training,Trawler,1
235009660,Training,Trawler,1
235009956,Test,Cargo/Tanker,1
235010140,Test,Trawler,1
235010340,Training,Trawler,1
235010670,Training,Trawler,1
235010940,Test,Trawler,1
235011050,Test,Cargo/Tanker,1
235011055,Test,Trawler,1
235011218,Training,Pots and traps,32
235011280,Test,Cargo/Tanker,1
235011319,Test,Trawler,1
235011580,Training,Cargo/Tanker,1
235011770,Training,Passenger,15
235012112,Test,Trawler,1
235012902,Training,Trawler,1
235013021,Training,Trawler,1
235013031,Test,Pots and traps,33
235013196,Test,Pots and traps,33
235013325,Training,Trawler,1
235013472,Test,Trawler,1
235013871,Training,Trawler,1
235013957,Test,Trawler,1
235014511,Training,Trawler,1
235014687,Test,Trawler,1
235015085,Training,Passenger,14
235015841,Test,Trawler,1
235016228,Training,Trawler,1
235016927,Training,Passenger,14
235018597,Training,Trawler,1
235018981,Training,Trawler,1
235019072,Test,Trawler,1
235020111,Training,Pots and traps,33
235020355,Test,Trawler,1
235020423,Training,Trawler,1
235020549,Training,Trawler,1
235020797,Training,Pots and traps,33
235021304,Training,Trawler,1
235021469,Training,Trawler,1
235021707,Training,Trawler,1
235021774,Training,Trawler,1
235023713,Training,Pots and traps,32
235023784,Training,Trawler,1
235025141,Training,Passenger,15
235025319,Test,Trawler,1
235026354,Test,Trawler,1
235026358,Training,Pots and traps,33
235028482,Training,Trawler,1
235031017,Training,Trawler,1
235031151,Training,Trawler,1
235032001,Training,Trawler,1
235032237,Training,Trawler,1
235032253,Test,Passenger,14
235032854,Training,Trawler,1
235033145,Test,Trawler,1
235036491,Test,Trawler,1
235037363,Training,Trawler,1
235039296,Training,Trawler,1
235039383,Training,Pots and traps,32
235040503,Test,Cargo/Tanker,1
235050032,Training,Cargo/Tanker,1
235050365,Training,Trawler,1
235050734,Test,Cargo/Tanker,1
235051022,Training,Trawler,1
235051173,Training,Trawler,1
235053875,Training,Trawler,1
235054161,Training,Trawler,1
235054581,Training,Cargo/Tanker,1
235054653,Training,Trawler,1
235055004,Training,Trawler,1
235057467,Test,Trawler,1
235058304,Test,Tug/Pilot/Supply,13
235058697,Training,Cargo/Tanker,1
235058829,Training,Trawler,1
235059376,Training,Cargo/Tanker,1
235059791,Training,Trawler,1
235060213,Training,Pots and traps,33
235060277,Training,Trawler,1
235060281,Training,Trawler,1
235060306,Test,Cargo/Tanker,1
235060453,Test,Cargo/Tanker,1
235060454,Training,Cargo/Tanker,1
235060679,Test,Cargo/Tanker,1
235060913,Training,Trawler,1
235060915,Training,Trawler,1
235060989,Training,Cargo/Tanker,1
235061018,Training,Trawler,1
235062791,Test,Trawler,1
235063095,Training,Trawler,1
235063337,Test,Cargo/Tanker,1
235063795,Training,Trawler,1
235064432,Test,Trawler,1
235064434,Test,Trawler,1
235064831,Test,Trawler,1
235065047,Training,Pots and traps,33
235066405,Test,Trawler,1
235066826,Test,Passenger,14
235066953,Training,Cargo/Tanker,1
235067977,Test,Trawler,1
235068031,Training,Cargo/Tanker,1
235068085,Training,Cargo/Tanker,2
235068202,Test,Cargo/Tanker,1
235068209,Training,Trawler,1
235068228,Test,Trawler,1
235068366,Training,Passenger,15
235068506,Training,Trawler,1
235068889,Training,Pots and traps,33
235068963,Test,Cargo/Tanker,1
235069008,Training,Trawler,1
235069065,Test,Pots and traps,33
235069162,Training,Trawler,1
235070011,Test,Cargo/Tanker,1
235070031,Training,Cargo/Tanker,1
235070169,Training,Pots and traps,32
235070377,Training,Trawler,1
235070436,Test,Pots and traps,33
235070707,Training,Cargo/Tanker,1
235070716,Training,Cargo/Tanker,1
235070957,Training,Trawler,1
235071582,Test,Pots and traps,32
235071779,Test,Pots and traps,32
235072088,Test,Cargo/Tanker,1
235072137,Training,Trawler,1
235073052,Test,Pots and traps,33
235073173,Test,Passenger,15
235073614,Training,Cargo/Tanker,2
235074967,Test,Cargo/Tanker,1
235075024,Training,Cargo/Tanker,1
235075032,Training,Passenger,15
235075355,Training,Trawler,1
235076242,Test,Trawler,1
235076412,Test,Passenger,14
235076457,Training,Trawler,1
235076636,Test,Trawler,1
235076687,Training,Trawler,1
235076734,Training,Cargo/Tanker,1
235076743,Training,Trawler,1
235076847,Test,Cargo/Tanker,2
235076932,Test,Passenger,14
235077000,Training,Trawler,1
235077317,Training,Trawler,1
235077608,Test,Trawler,1
235077745,Test,Passenger,15
235078471,Training,Pots and traps,33
235078541,Training,Pots and traps,33
235078558,Test,Trawler,1
235079725,Test,Cargo/Tanker,1
235079813,Test,Passenger,14
235080649,Training,Trawler,1
235080733,Training,Passenger,14
235081025,Training,Pots and traps,32
235081146,Test,Passenger,14
235081665,Training,Cargo/Tanker,1
235081732,Training,Trawler,1
235081915,Test,Pots and traps,33
235081957,Training,Cargo/Tanker,1
235082365,Training,Trawler,1
235082849,Training,Trawler,1
235083476,Training,Cargo/Tanker,1
235083804,Training,Passenger,14
235084084,Test,Passenger,15
235084107,Training,Cargo/Tanker,2
235084199,Test,Purse seine,4
235084501,Test,Cargo/Tanker,1
235084726,Training,Trawler,1
235085663,Test,Passenger,14
235085681,Training,Cargo/Tanker,1
235085776,Test,Pots and traps,33
235086094,Training,Pots and traps,33
235086113,Test,Cargo/Tanker,1
235086341,Training,Pots and traps,33
235086374,Test,Passenger,14
235086877,Training,Passenger,14
235087563,Test,Trawler,1
235087579,Training,Cargo/Tanker,1
235087635,Training,Trawler,1
235088008,Training,Trawler,1
235088014,Test,Trawler,1
235088807,Test,Trawler,1
235089043,Training,Trawler,1
235089496,Test,Trawler,1
235089665,Training,Trawler,1
235089701,Training,Passenger,14
235090079,Test,Cargo/Tanker,1
235090183,Training,Cargo/Tanker,1
235090189,Test,Trawler,1
235090316,Training,Passenger,15
235090415,Training,Pots and traps,33
235092375,Training,Pots and traps,33
235092453,Test,Cargo/Tanker,1
235093015,Training,Trawler,1
235095109,Training,Pots and traps,33
235095135,Training,Passenger,14
235095162,Training,Cargo/Tanker,1
235095629,Test,Cargo/Tanker,1
235095849,Test,Trawler,1
235096106,Training,Trawler,1
235096263,Test,Pots and traps,33
235096368,Training,Trawler,1
235096863,Training,Trawler,1
235096987,Training,Trawler,1
235097217,Test,Pots and traps,33
235098256,Training,Trawler,1
235098956,Training,Trawler,1
235099592,Test,Pots and traps,33
235099968,Test,Passenger,14
235100159,Test,Pots and traps,32
235100377,Training,Cargo/Tanker,1
235100414,Test,Trawler,1
235101187,Test,Trawler,1
235102465,Training,Cargo/Tanker,1
235102697,Training,Trawler,1
235103000,Test,Trawler,1
235103069,Test,Trawler,1
235103197,Training,Trawler,1
235103397,Test,Trawler,1
235103398,Training,Trawler,1
235103683,Test,Trawler,1
235103721,Training,Cargo/Tanker,1
235103824,Test,Trawler,1
235105005,Training,Pots and traps,32
235105197,Training,Cargo/Tanker,1
235105524,Training,Pots and traps,33
235105723,Training,Pots and traps,33
235105753,Training,Pots and traps,33
235106049,Training,Trawler,1
235108949,Test,Passenger,14
235110013,Training,Trawler,1
235112317,Training,Trawler,1
235112769,Training,Trawler,1
235113439,Training,Pots and traps,32
235113838,Training,Seismic,27
235115000,Training,Cargo/Tanker,1
235118000,Test,Trawler,1
235134000,Test,Cargo/Tanker,1
235166000,Training,Trawler,1
235307000,Training,Cargo/Tanker,1
235338000,Test,Seismic,28
235374000,Test,Cargo/Tanker,1
235496000,Training,Cargo/Tanker,2
235620000,Training,Cargo/Tanker,1
235627000,Training,Trawler,1
235630000,Training,Cargo/Tanker,2
235637000,Training,Cargo/Tanker,1
235666000,Training,Cargo/Tanker,1
235672000,Training,Trawler,1
235673000,Training,Trawler,1
235674000,Training,Trawler,1
235739000,Test,Passenger,14
235746000,Test,Trawler,1
235778000,Training,Cargo/Tanker,1
235799000,Test,Trawler,1
235838000,Training,Trawler,1
236107000,Training,Cargo/Tanker,1
236111476,Test,Cargo/Tanker,1
236111477,Test,Cargo/Tanker,1
236111696,Test,Cargo/Tanker,1
236111757,Test,Cargo/Tanker,2
236111851,Training,Seismic,27
236111881,Training,Cargo/Tanker,1
236111884,Training,Cargo/Tanker,1
236111886,Test,Cargo/Tanker,1
236111887,Training,Cargo/Tanker,1
236111888,Test,Cargo/Tanker,1
236111893,Training,Cargo/Tanker,1
236111894,Training,Cargo/Tanker,1
236111902,Test,Seismic,27
236165000,Training,Cargo/Tanker,1
236213000,Training,Cargo/Tanker,1
236263000,Test,Cargo/Tanker,1
236333000,Training,Cargo/Tanker,2
236335000,Test,Cargo/Tanker,1
236342000,Training,Cargo/Tanker,1
236343000,Training,Cargo/Tanker,1
236362000,Test,Cargo/Tanker,1
236363000,Test,Cargo/Tanker,1
236379000,Test,Cargo/Tanker,1
236385000,Training,Cargo/Tanker,1
236399000,Test,Cargo/Tanker,1
236403000,Test,Seismic,27
236414000,Training,Cargo/Tanker,2
236481000,Training,Cargo/Tanker,1
236483000,Test,Seismic,27
236502000,Training,Cargo/Tanker,1
236511000,Training,Cargo/Tanker,1
236518000,Training,Cargo/Tanker,2
236522000,Training,Cargo/Tanker,1
236529000,Training,Cargo/Tanker,1
236538000,Training,Seismic,27
236597000,Training,Cargo/Tanker,1
236598000,Test,Cargo/Tanker,1
237009900,Training,Cargo/Tanker,1
237011000,Training,Trawler,1
237014000,Test,Trawler,1
237017200,Training,Cargo/Tanker,1
237027000,Test,Trawler,1
237029000,Training,Trawler,1
237046000,Training,Trawler,1
237050000,Training,Trawler,1
237058000,Test,Trawler,1
237059000,Test,Trawler,1
237063000,Test,Trawler,1
237108000,Training,Purse seine,4
237127000,Test,Trawler,1
237131000,Test,Trawler,1
237149000,Test,Trawler,1
237151000,Test,Trawler,1
237155000,Training,Trawler,1
237161000,Test,Trawler,1
237163000,Training,Trawler,1
237164000,Test,Trawler,1
237168000,Training,Trawler,1
237171000,Training,Trawler,1
237175000,Training,Trawler,1
237178000,Training,Trawler,1
237180000,Training,Trawler,1
237183800,Test,Cargo/Tanker,2
237190000,Training,Trawler,1
237205000,Training,Trawler,1
237206000,Training,Trawler,1
237214000,Test,Purse seine,4
237215000,Test,Trawler,1
237218000,Training,Trawler,1
237220000,Training,Trawler,1
237221000,Training,Trawler,1
237228000,Training,Trawler,1
237248000,Test,Trawler,1
237255000,Training,Purse seine,4
237256000,Training,Trawler,1
237262000,Training,Trawler,1
237287000,Training,Trawler,1
237291000,Training,Trawler,1
237292000,Test,Trawler,1
237295000,Training,Trawler,1
237299000,Training,Trawler,1
237302000,Test,Trawler,1
237312000,Training,Trawler,1
237316000,Training,Trawler,1
237318000,Test,Trawler,1
237327000,Training,Cargo/Tanker,1
237329000,Training,Trawler,1
237334000,Training,Trawler,1
237335000,Training,Trawler,1
237337000,Training,Trawler,1
237343000,Training,Trawler,1
237346000,Test,Trawler,1
237347000,Training,Trawler,1
237348000,Test,Trawler,1
237366000,Test,Trawler,1
237371000,Training,Trawler,1
237382000,Test,Trawler,1
237383000,Training,Trawler,1
237390000,Training,Trawler,1
237401000,Training,Trawler,1
237402000,Training,Trawler,1
237418000,Test,Trawler,1
237430000,Training,Trawler,1
237431000,Test,Trawler,1
237435000,Training,Purse seine,4
237441000,Test,Trawler,1
237444000,Test,Trawler,1
237445000,Training,Trawler,1
237446000,Test,Trawler,1
237448000,Test,Trawler,1
237450000,Training,Trawler,1
237453000,Training,Trawler,1
237456000,Training,Trawler,1
237457000,Test,Trawler,1
237470000,Test,Trawler,1
237478000,Test,Trawler,1
237482000,Training,Trawler,1
237484000,Training,Trawler,1
237506000,Training,Trawler,1
237516000,Test,Trawler,1
237517000,Training,Trawler,1
237525000,Training,Trawler,1
237526000,Test,Trawler,1
237534000,Training,Trawler,1
237535000,Training,Trawler,1
237536000,Training,Trawler,1
237538000,Test,Trawler,1
237540000,Test,Trawler,1
237544000,Test,Purse seine,4
237552000,Training,Trawler,1
237553000,Test,Purse seine,4
237562000,Test,Trawler,1
237565000,Training,Trawler,1
237566000,Test,Trawler,1
237570000,Test,Trawler,1
237589000,Training,Trawler,1
237591000,Training,Trawler,1
237599000,Test,Trawler,1
237604000,Training,Trawler,1
237610000,Training,Trawler,1
237613000,Test,Trawler,1
237618000,Training,Trawler,1
237624000,Test,Trawler,1
237625000,Test,Trawler,1
237632800,Training,Passenger,14
237654000,Test,Trawler,1
237656000,Training,Trawler,1
237662000,Test,Trawler,1
237687000,Training,Purse seine,4
237697000,Training,Trawler,1
237698000,Test,Trawler,1
237699000,Training,Trawler,1
237801000,Training,Trawler,1
237802000,Training,Trawler,1
237805000,Test,Trawler,1
237809000,Training,Trawler,1
237852000,Training,Trawler,1
237876000,Training,Trawler,1
237880000,Training,Trawler,1
237885000,Training,Trawler,1
237887000,Test,Trawler,1
237889000,Test,Trawler,1
237900000,Test,Trawler,1
237905000,Training,Trawler,1
237911000,Test,Trawler,1
237914000,Training,Trawler,1
237924000,Test,Trawler,1
237930000,Test,Trawler,1
237958000,Training,Purse seine,4
237959000,Training,Purse seine,4
237962000,Test,Purse seine,4
237963000,Test,Purse seine,4
237968000,Test,Purse seine,3
237980000,Training,Purse seine,4
237993000,Test,Purse seine,4
237994000,Test,Purse seine,4
238000001,Test,Trawler,1
238000005,Training,Trawler,1
238001340,Training,Purse seine,4
238010340,Training,Purse seine,4
238014840,Training,Trawler,1
238016640,Training,Purse seine,4
238017240,Test,Passenger,14
238017840,Training,Trawler,1
238019940,Test,Trawler,1
238037040,Training,Purse seine,4
238102540,Test,Purse seine,4
238103440,Training,Purse seine,4
238111111,Training,Purse seine,4
238114940,Test,Purse seine,4
238116740,Test,Purse seine,4
238116840,Test,Purse seine,4
238117140,Training,Trawler,1
238117240,Test,Trawler,1
238117940,Test,Purse seine,4
238123456,Test,Trawler,1
238150000,Test,Purse seine,4
238152840,Training,Purse seine,4
238161640,Training,Purse seine,4
238162240,Training,Trawler,1
238180540,Training,Purse seine,4
238192340,Test,Purse seine,4
238197240,Test,Trawler,1
238217440,Training,Purse seine,4
238234000,Test,Cargo/Tanker,1
238260000,Test,Cargo/Tanker,1
238263000,Training,Cargo/Tanker,1
238264000,Training,Cargo/Tanker,2
238277740,Test,Trawler,1
238279740,Training,Purse seine,4
238281140,Test,Purse seine,4
238288740,Test,Purse seine,4
238294140,Training,Purse seine,4
238299299,Training,Purse seine,4
238303000,Test,Cargo/Tanker,1
238308040,Test,Purse seine,4
238309540,Test,Purse seine,4
238316240,Training,Purse seine,4
238316440,Training,Trawler,1
238337540,Training,Trawler,1
238361240,Test,Purse seine,4
238361340,Training,Trawler,1
238366440,Training,Purse seine,4
238369040,Test,Purse seine,4
238390540,Training,Purse seine,4
238400640,Training,Trawler,1
238400840,Training,Purse seine,4
238403040,Test,Purse seine,4
238411040,Test,Purse seine,4
238413540,Test,Trawler,1
238416040,Training,Purse seine,4
238420640,Training,Purse seine,4
238429040,Test,Trawler,1
238443140,Training,Trawler,1
238443406,Training,Purse seine,4
238451240,Training,Trawler,1
238469740,Test,Purse seine,4
238469840,Training,Purse seine,4
238506240,Test,Trawler,1
238536710,Training,Trawler,1
238547610,Training,Trawler,1
