task id,mmsi,label
1703,258310000,Tanker
1666,371603000,Tanker
1667,431000792,Tanker
1669,431003767,Tanker
1670,376173000,Tanker
1671,247227900,Tanker
1672,357162000,Tanker
1676,636016724,Tanker
1678,311028200,Tanker
1679,567004440,Tanker
1680,273377120,Tanker
1682,211512750,Tanker
1683,636016183,Tanker
1684,441701000,Tanker
1685,636016291,Tanker
1686,636011630,Tanker
1688,431401961,Tanker
1689,239278000,Tanker
1690,244285000,Tanker
1691,412553970,Tanker
1692,210745000,Tanker
1693,525004105,Tanker
1694,671597000,Tanker
1695,235764000,Tanker
1696,244660420,Tanker
1698,432807000,Tanker
1699,311036700,Tanker
1702,241275000,Tanker
1704,319963000,Tanker
1705,241050000,Tanker
1706,538005374,Tanker
1711,355973000,Tanker
1712,259781000,Tanker
1713,431400367,Tanker
1714,477257200,Tanker
1715,273332710,Tanker
1716,354843000,Tanker
1717,564520000,Tanker
1722,538002667,Tanker
1723,725019210,Tanker
1724,525007037,Tanker
1725,351458000,Tanker
1726,240920000,Tanker
1727,414731000,Tanker
1729,572488210,Tanker
1730,240547000,Tanker
1731,431004325,Tanker
1732,374136000,Tanker
1733,228320900,Tanker
1734,311026700,Tanker
1736,354453000,Tanker
1737,372903000,Tanker
1738,533130000,Tanker
1739,310542000,Tanker
1740,431200655,Tanker
1741,636014739,Tanker
1742,256231000,Tanker
1743,316222000,Tanker
1744,273378220,Tanker
1745,370467000,Tanker
1747,525005085,Tanker
1748,311000438,Tanker
1749,564365000,Tanker
1750,431004247,Tanker
1751,413557000,Tanker
1752,431402034,Tanker
1753,256377000,Tanker
1754,373129000,Tanker
1755,431100146,Tanker
1756,373608000,Tanker
1757,563936000,Tanker
1759,477653800,Tanker
1761,538003856,Tanker
1763,566904000,Tanker
1764,372457000,Tanker
1765,636013117,Tanker
1766,538003031,Tanker
1768,548313000,Tanker
1770,215392000,Tanker
1771,215155000,Tanker
1772,431400102,Tanker
1773,356773000,Tanker
1774,477851400,Tanker
1775,441687000,Tanker
1776,413554120,Tanker
1777,565526000,Tanker
1778,441365000,Tanker
1779,309671000,Tanker
1781,431100878,Tanker
1782,241007000,Tanker
1784,431000162,Tanker
1785,354671000,Tanker
1786,565814000,Tanker
1787,235079501,Tanker
1788,246295000,Tanker
1789,548060200,Tanker
1792,316214000,Tanker
1793,636014527,Tanker
1795,310478000,Tanker
1796,636092135,Tanker
1797,240973000,Tanker
1798,240510000,Tanker
1800,244750137,Tanker
1801,563716000,Tanker
1802,273444330,Tanker
1803,319205000,Tanker
1805,636014203,Tanker
1806,431101028,Tanker
1809,636015705,Tanker
1811,440232000,Tanker
1812,431002799,Tanker
1813,239274000,Tanker
1814,352755000,Tanker
1817,636091632,Tanker
1818,353229000,Tanker
1819,261000560,Tanker
1820,538006045,Tanker
1821,431300215,Tanker
1822,567001730,Tanker
1823,226028000,Tanker
1824,240644000,Tanker
1825,273373240,Tanker
1827,503795000,Tanker
1828,440367000,Tanker
1832,273354340,Tanker
1834,244670267,Tanker
1835,273345530,Tanker
1836,477144300,Tanker
1837,355212000,Tanker
1838,636013273,Tanker
1839,257772000,Tanker
1840,431401882,Tanker
1841,636012909,Tanker
1842,220518000,Tanker
1843,431401849,Tanker
1844,441878000,Tanker
1846,431005055,Tanker
1847,357598000,Tanker
1848,538001711,Tanker
1849,566980000,Tanker
1850,538090474,Tanker
1851,229845000,Tanker
1852,538002500,Tanker
1853,525019372,Tanker
1854,413378230,Tanker
1855,372796000,Tanker
1856,212118000,Tanker
1859,355057000,Tanker
1860,533194000,Tanker
1862,563482000,Tanker
1863,354073000,Tanker
1864,230956000,Tanker
1865,273350240,Tanker
2583,244660944,tanker
2688,735057546,tanker
2696,413771029,tanker
2724,211514600,tanker
2730,211488280,tanker
1568,367615190,Towing
1571,273348270,Towing
1573,366926990,Towing
1574,367008760,Towing
1467,272001800,Tug
1468,431004478,Tug
1469,205415000,Tug
1470,431002971,Tug
1471,431000368,Tug
1472,431000377,Tug
1473,244700809,Tug
1474,431101065,Tug
1476,431001114,Tug
1477,316003483,Tug
1478,431002219,Tug
1479,249486000,Tug
1480,431004067,Tug
1481,205626000,Tug
1482,367516470,Tug
1483,710012290,Tug
1484,431003749,Tug
1485,431100961,Tug
1486,431005054,Tug
1487,316020067,Tug
1488,205264290,Tug
1489,431002093,Tug
1490,512004173,Tug
1491,431101096,Tug
1492,431001455,Tug
1493,205203390,Tug
1494,431002676,Tug
1495,431001074,Tug
1498,367305920,Tug
1499,428045000,Tug
1500,431101134,Tug
1501,412047690,Tug
1502,367513150,Tug
1503,412378750,Tug
1504,431003436,Tug
1505,431000124,Tug
1506,244690362,Tug
1507,431004045,Tug
1508,431000267,Tug
1509,413375650,Tug
1510,412379180,Tug
1511,250098000,Tug
1512,431101095,Tug
1513,235058304,Tug
1514,431101161,Tug
1515,431004371,Tug
1516,412046050,Tug
1517,205475000,Tug
1518,431000795,Tug
1519,205273990,Tug
1520,431101108,Tug
1521,431101042,Tug
1522,205360090,Tug
1523,205252690,Tug
1524,503083000,Tug
1525,701006592,Tug
1526,431101128,Tug
1527,770576264,Tug
1528,245494000,Tug
1529,431004768,Tug
1530,503783000,Tug
1531,367039250,Tug
1532,431100549,Tug
1533,431100338,Tug
1534,725000888,Tug
1535,367396670,Tug
1536,710012460,Tug
1537,366999840,Tug
1538,710014960,Tug
1539,367384610,Tug
1540,367004260,Tug
1541,431004231,Tug
1542,431100032,Tug
1543,366919770,Tug
1544,412374570,Tug
1546,412020580,Tug
1547,251547110,Tug
1548,367416420,Tug
1549,503384200,Tug
1551,725000736,Tug
1552,503226300,Tug
1553,366979330,Tug
1555,251759110,Tug
1556,503727000,Tug
1557,367530080,Tug
1558,503016000,Tug
1559,503624000,Tug
1560,512004499,Tug
1561,725000927,Tug
1562,512000322,Tug
1563,725001172,Tug
1569,366930000,tug
1575,367601060,tug
1577,367481670,tug
1578,366994190,tug
1579,367473510,tug
1582,271010551,tug
1583,367558180,tug
1584,367309440,tug
1588,250106440,tug
1589,413040160,tug
1590,367079330,tug
1591,367371830,tug
1593,367638110,tug
1594,367479280,tug
1596,367340460,tug
1597,316001876,tug
1598,367144820,tug
1599,367047190,tug
1600,367535110,tug
1601,367498820,tug
1602,413977209,tug
1603,366962970,tug
1606,368148000,tug
1607,375382000,tug
1609,368515000,tug
1610,366963350,tug
1612,367332950,tug
1613,431005531,tug
1620,366996380,tug
1623,367475340,tug
1624,367014280,tug
1626,367314520,tug
1627,367505660,tug
1631,525002009,tug
1632,367610590,tug
1634,367141000,tug
1638,367583840,tug
1639,367535610,tug
1640,367371620,tug
1641,367047240,tug
1642,244650886,tug
1643,367139970,tug
1645,366950760,tug
1646,271002332,tug
1647,367396120,tug
1649,367497580,tug
1650,367515280,tug
1651,367010030,tug
1652,367353380,tug
1654,366936460,tug
1655,367169320,tug
1657,367410780,tug
1658,367171380,tug
1659,271040788,tug
1660,367142690,tug
1661,367157110,tug
1662,338102861,tug
1663,355532000,tug
1780,367501540,tug
2574,338670000,tug
2582,440122070,tug
2594,366920940,tug
2595,366238710,tug
2598,367434260,tug
2605,366891140,tug
2615,366910920,tug
2617,367372420,tug
2628,367532840,tug
2642,367330620,tug
2649,366739920,tug
2653,367173260,tug
2682,366996310,tug
2734,367057260,tug
2746,366284000,tug
2759,367638080,tug
2761,219826000,tug
2406,503486500,yacht
2590,512003831,yacht
