mmsi,shiptype,valid_from,valid_to,shipname,geartype,flag,callsign,imo,tonnage,length,national_id,rfmo_id,rank_name,notes,clav_VRMFID,clav_DateUpdated,clav_TUVI,clav_FlagCode,clav_ParentVesselTypeCode,clav_ParentVesselType,clav_VesselTypeCode,clav_GearTypeCode,clav_LengthTypeCode,clav_TonnageTypeCode,clav_PreviousName,clav_PreviousNameDate,clav_PreviousFlagCode,clav_PreviousFlagCodeDate,clav_AutStatus,clav_DateAutStart,clav_DateAutEnd,clav_DateAutTerm,clav_AutTermCode,clav_AutTermDescription,clav_AutTermReason,clav_URLID
441811000,Longliners,1/1/2012 22:02:06,12/31/2015 21:27:00,NO.6 KYUNGYANG,Drifting longlines,"Korea, Republic of",6KCA6,8734255,719,59.25,1110001-6261400,IOTC015938,IOTC,,42053,34:13.0,21035,KOR,LO,Liners,LL,LLD,LOA,GT,YUH YOW NO. 606,1/9/2012 2:51:42,TWN,1/8/2012 15:00:00,Authorized,12/4/2011 15:00:00,12/3/2016 15:00:00,,,,,76626
412270001,Longliners,10/22/2014 10:19:26,12/31/2015 21:47:58,Jin Sheng No. 3,Longlines (not specified),China,BZZY7,9146675,602,49.2,(JI)CHUANDENG(JI)(2014)FT-200077,4927,IATTC,,4814,00:00.0,527,CHN,LO,Liners,LL,LL,LOA,GT,JIN SHENG NO. 3,2/21/2011 3:00:00,JPN,2/19/2011 15:00:00,Authorized,,,,,,,
247083920,Trawlers,3/6/2013 9:43:54,12/30/2015 0:37:00,LUPO,Bottom trawls,Italy,IMYH,,90,23.65,ITA000006632,ATEU0ITA00344,ICCAT,,10845,43:57.0,8804,ITA,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,939
440604000,Longliners,1/6/2012 11:36:01,12/31/2015 19:56:49,NO.51 SHIN YUNG,Drifting longlines,"Korea, Republic of",6LGQ,8714231,607,48.28,9512351-6260006,IOTC000510,IOTC,,11812,34:13.0,1125,KOR,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,6/14/2013 15:00:00,6/13/2018 15:00:00,,,,,67765
432468000,Longliners,1/2/2012 16:23:16,12/31/2015 19:51:41,KOTOSHIRO MARU No.18,Drifting longlines,Japan,7JDV,9315604,701,52.19,KN1-744,IOTC008345,IOTC,,14488,10:00.0,636,JPN,LO,Liners,LL,LLD,LOA,GT,KOTOSHIRO MARU NO.18,7/31/2007 15:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,51012
440192000,Tuna longliners,12/10/2013 4:06:25,12/23/2015 22:19:19,SUN RISE,Gear not known or not specified,"Korea, Republic of",DTAD3,,430,48.1,9706001-6260008,2132,WCPFC,,20901,57:10.0,1202,KOR,LO,Liners,LLT,UNK,LOA,GRT,,,,,Authorized,6/22/2012 15:00:00,6/21/2017 15:00:00,,,,,
431258000,Pole and Line vessels,8/23/2014 20:35:32,12/24/2015 18:34:06,SEIFUKU MARU NO.18,Handline and pole-lines (hand operated),Japan,JH3481,,119,31,ME1-798,450,WCPFC,,23233,19:59.0,14452,JPN,LO,Liners,LP,LHP,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
228218800,Trawlers,1/4/2012 1:59:37,12/23/2015 13:47:13,PHILICHRIST,Bottom trawls,France,FGCO,,95,24.9,FRA000494698,ATEU0FRA00560,ICCAT,,34096,20:25.0,28723,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,17424
273441850,Bunkers,2/6/2012 11:57:57,12/31/2015 23:56:36,KASIRA,,Russian Federation,UFGB,,5154,113,,9210,WCPFC,,40792,05:54.0,35407,RUS,VOX,Non-fishing vessels nei,VOB,,UNK,GRT,,,,,Unauthorized,2/1/2009 15:00:00,12/29/2009 15:00:00,5/31/2014 20:05:54,2,Expiration of authorization,Explicit CLAV 'DROP' request,
441220243,Longliners,5/28/2015 5:03:38,12/31/2015 21:12:16,ZHONG SHUI 757,,China,BZTK6,9686120,270,36.52,(LU)CHUANDENG(JI)(2012)FT-200068,10541,WCPFC,,41434,53:28.0,36049,CHN,LO,Liners,LL,,RGL,GT,,,,,Authorized,6/29/2014 8:00:00,3/30/2017 8:00:00,,,,,
271072145,Trollers,3/14/2013 6:28:33,12/28/2015 4:23:50,KAPTAN HASAN,Bottom trawls,Turkey,TC7370,,25,22.73,TUR001450404,AT000TUR00067,ICCAT,,8313,21:48.0,6938,TUR,LO,Liners,LT,TB,LOA,GT,,,,,Authorized,8/31/2012 15:00:00,8/20/2016 15:00:00,,,,,2453
224064850,Pole and Line vessels,3/21/2012 10:45:34,12/4/2015 9:29:20,AITANA DEL MAR,Handline and pole-lines (hand operated),Spain,EBWK,8739982,154,27.19,ESP000025325,ATEU0ESP00259,ICCAT,,9735,09:56.0,8054,ESP,LO,Liners,LP,LHP,LOA,GT,NUEVO JOSE DAVID,12/31/2005 18:00:00,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1600
247100360,Trawlers,10/16/2012 22:01:59,12/31/2015 23:58:01,LUPETTO,Bottom trawls,Italy,IKAL,,100,25.06,ITA000010162,ATEU0ITA00343,ICCAT,,10844,43:57.0,8803,ITA,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,938
431424000,Longliners,8/1/2012 2:07:04,12/31/2015 18:03:14,SUMIYOSHI MARU No.71,Drifting longlines,Japan,JCMV,8717128,740,52.76,KN1-687,IOTC001623,IOTC,,12474,37:00.0,1196,JPN,LO,Liners,LL,LLD,LOA,GT,SUMIYOSHI MARU NO.71,6/9/2009 15:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,51035
431680000,Pole and Line vessels,3/8/2014 13:54:21,12/26/2015 22:56:24,TOKUEI MARU NO.17,Handline and pole-lines (hand operated),Japan,JILY,,498,56.2,ME1-789,330,WCPFC,,22060,56:15.0,1276,JPN,LO,Liners,LP,LHP,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
416175800,Tuna longliners,8/20/2014 6:25:51,12/31/2015 6:30:25,HONG RONG NO.168,Longlines (not specified),"Taiwan, Republic of China",BJ4818,,98,29.28,CT4-2818,3850,WCPFC,,22616,18:46.0,14288,TWN,LO,Liners,LLT,LL,LOA,GT,JIN FENG NO.168,9/13/2015 1:18:46,,,Authorized,4/24/2014 8:00:00,4/23/2019 8:00:00,,,,,
431678000,Fish carriers,1/7/2012 0:42:46,12/20/2015 19:04:33,Taisei Maru No. 24,,Japan,JILE,,4992,116.7,134374,14342,IATTC,,30811,00:00.0,26786,JPN,FO,Fish carriers,FO,,LOA,GT,,,,,Unauthorized,,1/28/2010 3:00:00,1/28/2010 3:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
416368000,Tuna longliners,4/24/2015 8:04:01,12/31/2015 18:13:40,YI SHUN,Longlines (not specified),"Taiwan, Republic of China",BI2555,8664826,627,59.2,CT7-0555,10369,WCPFC,,41268,20:46.0,6787,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,6/25/2013 8:00:00,6/24/2017 8:00:00,,,,,
247121010,Trawlers,10/16/2012 19:00:39,12/30/2015 0:01:48,ARCOBALENO,Bottom trawls,Italy,IFQU,,95,25.9,ITA000024685,ATEU0ITA00058,ICCAT,,10642,43:54.0,8601,ITA,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1277
247083210,Trawlers,10/17/2012 21:01:11,12/22/2015 6:23:34,CARFAGNA GIULIANO,Bottom trawls,Italy,ITWC,,141,26.75,ITA000025167,ATEU0ITA00109,ICCAT,,10677,43:54.0,8636,ITA,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1123
204208790,Pole and Line vessels,5/18/2013 23:06:32,10/4/2015 0:36:03,BELA AURORA,Hooks and lines (not specified),Portugal,CUEG9,,98.32,24,PRT000024360,ATEU0PRT01003,ICCAT,,11435,15:48.0,20915,PRT,LO,Liners,LP,LX,LOA,GT,Bela Aurora,7/26/2013 2:41:17,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,20460
416000625,Tuna longliners,3/26/2015 18:52:03,11/3/2015 16:10:04,SHIN RONG SHING NO.3,Longlines (not specified),"Taiwan, Republic of China",BK7508,,30.18,18.2,CT3-5508,3027,WCPFC,,21778,41:50.0,13553,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,6/8/2015 8:00:00,6/7/2020 8:00:00,,,,,
412420877,Longliners,6/6/2013 0:05:29,12/31/2015 19:37:56,HONG YANG 88,,China,BZU6C,8670552,473,44.19,(ZHE)CHUANDENG(JI)FT-200115,10800,WCPFC,,41679,01:34.0,24527,CHN,LO,Liners,LL,,RGL,GT,Hong Yang 88,9/20/2013 15:00:00,,,Authorized,9/21/2013 8:00:00,3/30/2016 8:00:00,,,,,
440552000,Purse seiners,1/2/2012 19:38:38,10/29/2015 22:56:56,Granada,Purse seines,"Korea, Republic of",HLBT,8102907,1349,60.3,9510057-6260007,16000,IATTC,,1000838,00:00.0,12526,KOR,SO,Seiners,SP,PS,LOA,GT,,,,,Unauthorized,,10/15/2015 2:00:00,10/15/2015 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
224626000,Longliners,3/1/2012 16:27:43,12/31/2015 18:06:14,GLACIAL,Drifting longlines,Spain,ECBZ,,699,47.7,ESP000026485,IOTC003612,IOTC,,13179,12:55.0,389,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77955
367344000,Tuna purse seiners,8/28/2014 3:09:39,12/31/2015 22:18:53,SEA HONOR,Purse seines,United States of America,WDE4114,9517276,1517,63.12,1210858,9058,WCPFC,,25043,45:01.0,15807,USA,SO,Seiners,SPT,PS,RGL,GRT,,,,,Authorized,5/4/2013 8:00:00,5/4/2018 8:00:00,,,,,
247304980,Longliners,5/6/2013 1:15:05,12/30/2015 2:13:28,NUOVO CICO,Longlines (not specified),Italy,ILIJ2,,41,20.82,ITA000027489,ATEU0ITA10174,ICCAT,,34240,00:21.0,28867,ITA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,31332
563418000,Fish carriers,7/29/2013 23:24:36,12/31/2015 20:29:58,CHITOSE,Gear not known or not specified,Singapore,9V6110,,6534,134.15,398506,IOTC015114,IOTC,,36981,48:58.0,24165,SGP,FO,Fish carriers,FO,UNK,LOA,GRT,,,,,Authorized,8/22/2013 15:00:00,,,,,,60486
441869000,Tuna longliners,1/30/2013 3:30:31,12/31/2015 21:23:06,NO.803 ORYONG,Drifting longlines,"Korea, Republic of",6KCB7,9693226,173,32.57,1212001-6261100,10554,WCPFC,,41447,47:09.0,24714,KOR,LO,Liners,LLT,LLD,LOA,GT,,,,,Authorized,1/2/2013 8:00:00,1/1/2018 8:00:00,,,,,
431704520,Longliners,9/3/2012 3:49:10,12/31/2015 13:51:11,KOYO MARU No.7,Longlines (not specified),Japan,JPTE,9053476,409,49.9,MG1-1966,AT000JPN00382,ICCAT,,7055,29:06.0,645,JPN,LO,Liners,LL,LL,LOA,GRT,FUKUYOSHI MARU NO.18,7/2/2014 5:45:51,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3279
642247000,Purse seiners,3/13/2015 16:47:47,10/16/2015 18:36:25,ALHARES 2,Purse seines,Libya,5ALT,7393420,217,38.48,S.T.477,AT000LBY00074,ICCAT,,7415,08:15.0,21602,LBY,SO,Seiners,SP,PS,LOA,GRT,Tenace II,5/16/2014 6:11:56,MLT,2/28/2012 15:00:00,Authorized,1/3/2015 18:00:00,1/3/2016 18:00:00,,,,,22768
235002690,Trawlers,1/1/2012 13:42:55,12/27/2015 17:44:23,VENTURE II,Bottom trawls,United Kingdom,ZNSO9,,,28,GBR000C17393,ATEU0GBR00368,ICCAT,,10456,00:00.0,8438,GBR,TO,Trawlers,TO,TB,LOA,,,,YUG,1/12/2012 15:00:00,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,224
412326895,Longliners,7/19/2015 11:08:23,12/31/2015 10:49:52,ZHONG SHUI 811,Gear not known or not specified,China,BZSI8,8653619,255,35.5,(LU)CHUANDENG(JI) (2011)FT-200030,10141,WCPFC,,19860,51:21.0,21142,CHN,LO,Liners,LL,UNK,RGL,GT,,,,,Authorized,6/29/2013 8:00:00,3/30/2016 8:00:00,,,,,
416003205,Tuna longliners,8/9/2013 11:26:40,11/29/2015 23:10:34,LIEN YU FA NO.66,Longlines (not specified),"Taiwan, Republic of China",BJ4584,,62.88,27.45,CT4-2584,3700,WCPFC,,22462,30:19.0,14178,TWN,LO,Liners,LLT,LL,LOA,GT,LIEN YU FA,2/16/2011 8:00:00,,,Authorized,11/18/2012 8:00:00,11/17/2017 8:00:00,,,,,
227311010,Trawlers,1/1/2012 15:28:13,12/16/2015 14:56:16,STEPHANE CARDONE,Bottom trawls,France,FT6900,,158,24.9,FRA000819573,ATEU0FRA00474,ICCAT,,34080,20:36.0,28707,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,17338
224156000,Longliners,7/19/2012 7:13:45,12/31/2015 18:07:27,Novo Xeixal,Longlines (not specified),Spain,EANM,9148685,350,37.6,3-VI-715-96,6395,IATTC,,5302,00:00.0,828,ESP,LO,Liners,LL,LL,LOA,GT,NOVO XEIXAL,2/21/2011 3:00:00,,,Authorized,,,,,,,
416171600,Longliners,7/8/2015 7:43:46,12/31/2015 12:20:02,Hsien Hua No. 106,Longlines (not specified),"Taiwan, Republic of China",BI2551,9225756,635,59.2,CT7-0551,8745,IATTC,,6126,00:00.0,464,TWN,LO,Liners,LL,LL,LOA,GT,HSIEN HUA NO. 106,2/21/2011 3:00:00,,,Authorized,,,,,,,
601272000,Pole and Line vessels,5/12/2015 21:11:20,12/31/2015 9:40:14,CHRISTO REI,Miscellaneous gears,South Africa,ZR6770,,116.2,22.62,HTB206,AT000ZAF00051,ICCAT,,9489,54:55.0,7897,ZAF,LO,Liners,LP,MIS,LOA,GRT,CHRISTO REI,12/31/2009 18:00:00,ZAF,12/31/2009 15:00:00,To be authorized,1/31/2016 18:00:00,1/30/2017 18:00:00,,,,,7565
440542000,Tuna purse seiners,1/1/2012 1:33:40,12/31/2015 12:46:16,SHILLA PIONEER,One boat operated purse seines,"Korea, Republic of",6MSQ,8813477,1349.2,78.33,9512406-6260000,927,WCPFC,,25203,49:00.0,1492,KOR,SO,Seiners,SPT,PS1,LOA,GT,,,,,Authorized,5/16/2015 8:00:00,5/15/2020 8:00:00,,,,,
512002239,Multipurpose vessels,9/22/2015 22:36:38,12/31/2015 22:46:19,CHRISTMAS CREEK,Gear not known or not specified,New Zealand,ZM2494,,149,22.5,15738,2164,CCSBT,,26535,00:00.0,22510,NZL,MO,Multipurpose vessels,MO,UNK,LOA,GRT,,,,,Unauthorized,3/30/2013 15:00:00,12/29/2013 15:00:00,12/30/2013 8:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,13806
312028000,Longliners,8/9/2013 6:29:09,12/31/2015 17:24:32,Jin Shyang Yih 666,Longlines (not specified),,V3VD,,99,25.52,280110100,128,IATTC,,32547,00:00.0,10022,UNK,LO,Liners,LL,LL,LOA,GT,,,,,Unauthorized,,6/30/2006 2:00:00,6/30/2006 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
353185000,Fish carriers,1/26/2012 2:00:09,12/31/2015 23:00:35,KURIKOMA,Gear not known or not specified,Panama,3FTS6,9145920,4177,114.82,23486-97-D,AT000PAN00153,ICCAT,,33619,47:49.0,23986,PAN,FO,Fish carriers,FO,NK,LOA,GRT,,,,,Authorized,9/1/2014 17:00:00,9/1/2016 17:00:00,,,,,7000
235003424,Dredgers,8/18/2012 21:48:15,9/22/2015 17:03:56,HARM JOHANNES,Boat dredges,United Kingdom,2YZH,,,25.4,GBR000A14782,ATEU0GBR00165,ICCAT,,10354,00:00.0,8337,GBR,DO,Dredgers,DO,DRB,LOA,,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,555
224115880,Longliners,1/14/2012 1:05:16,12/28/2015 16:04:09,GEDI,Drifting longlines,Spain,EA2481,,199,28,ESP000023174,IOTC000235,IOTC,,11602,12:44.0,1455,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77900
576699000,Longliners,5/13/2015 6:53:43,12/31/2015 22:55:03,BOADA NO.5,Longlines (not specified),Vanuatu,YJQB8,9004281,582,55.1,1927,2423,WCPFC,,21160,28:38.0,63,VUT,LO,Liners,LL,LL,LOA,GRT,BOADA 5,2/16/2011 8:00:00,PHL,2/15/2011 15:00:00,Authorized,6/14/2015 8:00:00,6/13/2018 8:00:00,,,,,
416001117,Tuna longliners,3/18/2015 8:29:52,11/23/2015 1:08:14,NO.366 JIN FU BAO,Longlines (not specified),"Taiwan, Republic of China",BK6288,,49.98,24.8,CT3-4288,2576,WCPFC,,21311,19:08.0,13116,TWN,LO,Liners,LLT,LL,LOA,GT,JIN FU BAO NO.366,2/15/2011 8:00:00,,,Authorized,4/7/2014 8:00:00,4/6/2019 8:00:00,,,,,
416002099,Tuna longliners,8/3/2012 11:04:39,12/31/2015 0:05:46,JIN HUANG YI,Longlines (not specified),"Taiwan, Republic of China",BJ4518,,52.48,22.2,CT4-2518,3668,WCPFC,,22430,01:14.0,14151,TWN,LO,Liners,LLT,LL,LOA,GT,JIN HWANG I,2/15/2011 8:00:00,,,Authorized,2/4/2014 8:00:00,2/3/2019 8:00:00,,,,,
432458000,Longliners,1/1/2012 7:57:58,12/31/2015 23:45:26,Koryo Maru No. 1,Longlines (not specified),Japan,JJWU,9315599,499,52.6,TY1-185,11997,IATTC,,2410,00:00.0,620,JPN,LO,Liners,LL,LL,LOA,GT,KORYO MARU NO. 1,2/21/2011 3:00:00,,,Authorized,,,,,,,
432374000,Longliners,1/9/2012 11:21:33,12/31/2015 19:55:15,CHOKYU MARU No. 12,Longlines (not specified),Japan,JIHM,9279472,499,52.6,ME1-865,AT000JPN00065,ICCAT,,6907,48:50.0,145,JPN,LO,Liners,LL,LL,LOA,GRT,CHOKYU MARU NO. 12,7/31/2007 17:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,3292
431700660,Longliners,1/9/2015 4:30:52,12/31/2015 21:27:15,TATSUMI MARU No. 57,Longlines (not specified),Japan,JRDV,9036612,427,48.4,FS1-607,AT000JPN00304,ICCAT,,7015,52:20.0,1249,JPN,LO,Liners,LL,LL,LOA,GT,TATSUMI MARU NO. 57,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3210
366864550,Recreational fishing vessels,6/10/2012 11:10:32,12/30/2015 20:11:26,BAILIWICK,Recreational fishing gears,United States of America,WDA9382,,83,21.3,1116449,AT000USA00928,ICCAT,,8944,44:26.0,7565,USA,RO,Recreational fishing vessels,RO,RG,LOA,GRT,,,,,Authorized,1/25/2015 18:00:00,12/30/2015 18:00:00,,,,,8241
224174930,Unknown,10/5/2012 20:23:28,12/30/2015 13:35:26,BETI EUSKAL HERRIA,Hooks and lines (not specified),Spain,EA8588,,82.3,24,ESP000021353,ATEU0ESP00057,ICCAT,,9578,09:52.0,7941,ESP,UNK,Unknown,UNK,LX,LOA,GT,BETI EUSKALERRIA,12/31/2005 18:00:00,,,Authorized,12/31/2010 18:00:00,12/30/2015 18:00:00,,,,,1711
412270058,Longliners,10/23/2014 8:59:21,12/25/2015 12:44:28,JIN SHENG 7,Drifting longlines,China,BZSX4,8652720,565,46.75,(JI)CHUAN DENG(JI)(2014)FT-200079,AT000CHN00097,ICCAT,,1000465,46:42.0,1452,CHN,LO,Liners,LL,LLD,LOA,GT,FU YUAN YU 012,4/11/2015 17:00:00,,,Authorized,4/12/2015 17:00:00,3/30/2018 17:00:00,,,,,36161
441226315,Tuna longliners,6/5/2015 5:36:20,12/28/2015 21:15:14,ZHONG SHUI 608,Drifting longlines,China,BYMQ4,8628896,119,22.85,(YUE)CHUANGDENG(JI)(2013)FT-100006,95,WCPFC,,25327,53:07.0,15999,CHN,LO,Liners,LLT,LLD,RGL,GT,,,,,Authorized,6/29/2014 8:00:00,3/30/2017 8:00:00,,,,,
431802000,Longliners,1/1/2012 9:11:26,12/31/2015 23:45:48,SHOSHIN MARU No. 80,Longlines (not specified),Japan,JQJP,9135391,379,49.39,AM1-683,AT000JPN00465,ICCAT,,7099,16:39.0,1149,JPN,LO,Liners,LL,LL,LOA,GRT,SHOSHIN MARU NO. 80,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3097
367699620,Recreational fishing vessels,11/10/2015 13:23:02,12/31/2015 18:21:05,CynderElla,Recreational fishing gears,United States of America,WDI4531,,134,24.4,1190486,AT000USA02069,ICCAT,,1001007,19:17.0,38658,USA,RO,Recreational fishing vessels,RO,RG,LOA,GRT,,,,,Authorized,11/9/2015 18:00:00,12/30/2015 18:00:00,,,,,36300
431500040,Tuna longliners,3/1/2013 0:53:24,12/31/2015 21:22:49,GOEI MARU NO.38,Drifting longlines,Japan,JPVS,,409,49.2,KO1-836,209,WCPFC,,20857,56:48.0,394,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
250000309,Trawlers,4/2/2012 3:32:55,12/31/2015 23:46:25,KITTIWAKE,Bottom trawls,Ireland,EI3445,,131,21.95,IRL000I10665,ATEU0IRL00047,ICCAT,,32836,00:00.0,30720,IRL,TO,Trawlers,TO,TB,LOA,GRT,KITTIWAKE,12/31/2009 15:00:00,IRL,12/31/2009 15:00:00,Authorized,12/31/2009 18:00:00,12/30/2015 18:00:00,,,,,5655
351350000,Fish carriers,12/13/2013 6:15:10,12/31/2015 23:52:20,NO.2 JOCHOH,,Panama,3FVR4,,4546,113.16,45544-14,11006,WCPFC,,41874,44:28.0,36489,PAN,FO,Fish carriers,FO,,LOA,GRT,,,,,Authorized,3/18/2014 8:00:00,3/18/2016 8:00:00,,,,,
431700970,Longliners,9/15/2012 4:55:20,12/31/2015 15:45:04,SHOEI MARU 88,Longlines (not specified),Japan,JQFE,9036715,409,49.99,T1034,332,CCSBT,,493,58:19.0,1131,JPN,LO,Liners,LL,LL,REG,GRT,SHOEI MARU 8,3/30/2010 8:00:00,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,15999
224030940,Gillnetters,6/25/2012 9:22:34,12/29/2015 11:04:14,ARADON BERRIA,Set gillnets,Spain,EA3095,,166.37,25,ESP000023570,ATEU0ESP00035,ICCAT,,9562,27:45.0,7928,ESP,GO,Gillnetters,GO,GNS,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1629
227401000,Trawlers,4/29/2012 20:44:44,12/24/2015 22:40:50,ACTINIE,Bottom trawls,France,FHXW,8747018,143.44,22.82,FRA000752752,ATEU0FRA00211,ICCAT,,10245,23:49.0,19853,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2013 18:00:00,12/30/2015 18:00:00,,,,,3756
235001239,Trawlers,1/1/2012 0:04:30,12/31/2015 23:58:37,WIRON 1,Bottom trawls,United Kingdom,ZNAT4,,,51.44,GBR000C17275,ATEU0GBR00384,ICCAT,,10465,00:00.0,8447,GBR,TO,Trawlers,TO,TB,LOA,,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,240
247051840,Trawlers,7/22/2013 14:55:03,12/28/2015 14:29:32,GIMMJ ENDRI,Bottom trawls,Italy,IQFW,,99,24.69,ITA000002460,ATEU0ITA00304,ICCAT,,10817,43:56.0,8776,ITA,TO,Trawlers,TO,TB,LOA,GT,IMPERO,12/31/2005 18:00:00,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1098
440933000,Longliners,1/1/2012 7:19:57,12/5/2015 21:10:04,ORYONG NO.708,Drifting longlines,"Korea, Republic of",DTFR,8709092,626,49.9,9504067- 6210008,IOTC000478,IOTC,,11780,46:00.0,888,KOR,LO,Liners,LL,LLD,LOA,GT,ORYONG NO. 708,5/27/2011 6:12:00,,,Authorized,8/8/2015 15:00:00,8/7/2020 15:00:00,,,,,85977
431612000,Pole and Line vessels,2/10/2015 6:03:31,10/19/2015 18:44:42,KORYO MARU NO.68,Handline and pole-lines (hand operated),Japan,JEPF,,122,32.2,KO1-1068,1837,WCPFC,,20615,03:03.0,12638,JPN,LO,Liners,LP,LHP,RGL,GRT,KORYO MARU NO.58,2/26/2008 8:00:00,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
416001838,Tuna longliners,8/19/2013 1:34:24,12/31/2015 6:33:30,FENG CUO NO.668,Longlines (not specified),"Taiwan, Republic of China",BJ4731,,98.09,28.3,CT4-2731,3786,WCPFC,,22547,46:58.0,14232,TWN,LO,Liners,LLT,LL,LOA,GT,FEMG KUO NO.668,2/15/2011 8:00:00,,,Authorized,10/1/2015 8:00:00,9/30/2020 8:00:00,,,,,
440900000,Longliners,1/1/2012 5:22:05,12/31/2015 19:37:32,No.618 DONG WON,Longlines (not specified),"Korea, Republic of",6KWS,8815669,417,49.91,9512379-6260004,AT000KOR00019,ICCAT,,7181,00:15.0,280,KOR,LO,Liners,LL,LL,LOA,GRT,DONG WON 618,10/9/2013 4:23:48,,,Authorized,7/2/2014 17:00:00,7/1/2019 17:00:00,,,,,2966
224452000,Longliners,1/3/2012 11:03:17,12/30/2015 9:57:18,SIEMPRE NUEVO ANGEL,Handline and pole-lines (hand operated),Spain,EAXQ,9221504,236,29,ESP000024499,ATEU0ESP00381,ICCAT,,9843,09:58.0,8138,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1521
247082290,Trawlers,10/17/2012 2:01:10,12/23/2015 11:19:03,AUDACE,Bottom trawls,Italy,IFXR,,130,26.8,ITA000023457,ATEU0ITA00513,ICCAT,,10964,43:59.0,8923,ITA,TO,Trawlers,TO,TB,LOA,GT,RODOLFO GIORGETTI,12/31/2005 18:00:00,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,882
224940000,Unknown,3/18/2013 6:23:16,12/28/2015 9:09:33,CRISTO DEL SOCORRO,Hooks and lines (not specified),Spain,EA5365,,129.42,22,ESP000023022,ATEU0ESP00604,ICCAT,,33996,27:53.0,28623,ESP,UNK,Unknown,UNK,LX,LOA,GT,,,,,Expired,5/14/2014 15:00:00,12/30/2014 15:00:00,,,,,4101
416002404,Tuna longliners,12/24/2015 20:57:58,12/31/2015 23:17:18,CHIEN TE FA NO. 8,Drifting longlines,"Taiwan, Republic of China",BJ4797,,,25.8,CT4-2797,14626,IATTC,,4001,00:00.0,119,TWN,LO,Liners,LLT,LLD,LOA,,,,,,Unauthorized,,,1/30/2012 3:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
